,id_str,stack_vars.full_tweet_text,user.screen_name,created_ts
140,ID_1311788724011835402,@GerryCallahan Bwahahaha. That will send the Qanon folks and proud boys over the edge,Bacstabcallaha1,10/1/20 22:02
141,ID_1312029708922445826,"@proxcee @curly156 Amen. Thank you.
WWG1WGA 
_________________________",1963tree,10/2/20 14:00
142,ID_1312045539018575873,#qanon sorry,daveloach2,10/2/20 15:03
143,ID_1311941088391974912,@VincentCrypt46 Ready red..WWG1WGA,iflytwa40,10/2/20 8:08
144,ID_1312542692207931392,@realDonaldTrump Thank you for what you are doing for us and the world. ______WWG1WGA,Mark97409393,10/3/20 23:58
145,ID_1311744027813847040,"@Morning_Joe @StanMcChrystal A must read #Rage by @realBobWoodward 
#Americans vote in the memory of #RBG &amp; #JohnLewis 
#America do the right thing vote @JoeBiden @KamalaHarris 
@realDonaldTrump must be STOPPED
No #QAnons in #Congress 
#TrumpLied200KDied #TrumpHatesOurMilitary  #Trump is a #ClimateArsonist",TrishaMortimore,10/1/20 19:05
146,ID_1312121532555034630,"@Abby68614489 @nprpolitics They have absorbed desperate theories and combined them into one mega theory. This includes Pizzagate which has seen people shoot up or attack pizza places in the belief they are doing human trafficking. They also believe that Trump is about to arrest ""deep state"" reps",jameswilletts91,10/2/20 20:05
147,ID_1311781710938271744,@HillaryClinton No Hillary trump repeatedly has it's you the Democrats that show we the people how evil and corrupt you all are #WWG1WGA,Davidro18836658,10/1/20 21:35
148,ID_1312143654958497792,"Biden will tarnish all the work Q has done. We must keep Trump in office, continue spreading truth &amp; looking at the bigger picture. Everything will fall into place... Corrupt politicians and celebrities will be exposed to greater society and the truth will be set free. #WWG1GWA",AreYouAwake_Yet,10/2/20 21:33
149,ID_1312258055573303296,@koshersemite What is qanon?,sarhanabdelbsir,10/3/20 5:07
150,ID_1311819230614941696,"#FollowTheMoney 

#ClintonGate #ObamaGate #BidenGate

Enjoy the SHOW!

'The BEST is yet to come'...

#GreatAwakening2Q2Q
#SaveTheChildrenWorldWide 
#WWG1WGAWORLDWIDE",nateWmorgan,10/2/20 0:04
151,ID_1311825917824688128,"@CNN @LisaFranceCNN You @CNN along with all of PedoWood, and Sports Stars need to stay out of politics. The time for your exposure is at hand. You all fall....God wins",stephen_skipp,10/2/20 0:30
152,ID_1312754216616767489,"@JackPosobiec I VOTE FOR THE House of Representatives TO DISAVOW The NY Times JUST AS THEY DID QANON! CRAZY CONSPIRACY THEORIES HAVE NO PLACE AMONG MSM! ITS TOO DANGEROUS, ESPECIALLY SINCE THEY ACTUALLY HAVE A PROFESSIONAL PLATFORM TO TRILLIONS.",MelindaRwoodard,10/4/20 13:59
153,ID_1312825134214983686,@the_moviebob Lmao too bad sucker. Bad time to be in Pedowood. #TheGreatAwakeningWorldwide,Onionween,10/4/20 18:41
154,ID_1312073121541828608,@Cernovich why stop them from eating their own? #wwg1wga,KC10er1,10/2/20 16:53
155,ID_1312578479372853249,What if they Tainted the swabs for  the COVID testing before the debate?  #WWG1WGAWORLDWIDE  __,100_gin,10/4/20 2:21
156,ID_1311703935670005764,@toozenforyall These famous celebrities be involved in child sacrifice and have to do evil things to get initiated and be famous. They inject adrenochrome to look younger. These ppl are sick and truly evil.,Miftah2Muchhhhh,10/1/20 16:26
157,ID_1312867894678573057,@abbieasr @Matt_Dillahunty @yourewrongabout @CT_Bergstrom @jonathanstea @nataliexdean @slpng_giants @franklinleonard @MaraWilson @RexChapman @pattonoswalt you really put fucking pizzagate up the top with holocaust denial???,maddeypuppets,10/4/20 21:31
158,ID_1312060740354924544,@jessica_pyper It's QAnon horseshit. Our Doomsday planes were scrambled before Trump's announcement.,Clintonite33,10/2/20 16:03
159,ID_1312643044605407234,"Dale buys an AR-15 and writes a Qanon manifesto, but Hank stops him before he can shoot up the alley. Dale admits that Hank is his only real friend. Chuck Mangione guest stars as himself.",iamthepropane,10/4/20 6:37
160,ID_1312289376441896960,"@meansfuckyou finally, the fight against pedophiles will be stopped. now black transgender people will again be able to steal children whom they teach to twinkle so that they can be sold on adrenochrome all over the world",info_terror,10/3/20 7:12
161,ID_1312016967885258752,"@BuddyWinston @Andres_Cass @realDonaldTrump @FLOTUS I see a lot of QAnon posters saying this is part of the plan.

Flag it for review.",RomanticBallad,10/2/20 13:09
162,ID_1312484334553579520,"@martingeddes God all of you are beyond deranged clowns. ""CUE"" and ""JFK JR."" and molepeople and Wayfair and all this fucking abject nonsense.

Here is the truth: you live abject desolate existences with no meaning or community. In this Qanon trash, you found it. And you're still morons.",EmmaWoowly,10/3/20 20:07
163,ID_1311548143461433345,"@Crackerbox3 @tbiadvice @SonOfPepilepew @Williewill037 @yeahunoeme @para82nd_1 @LesterMoe6 @MpoppEileen @HowNowCow2020 @doug_in_nc @RickyCa69392149 @cow_cousin @viphires @Marston4ca42 @SwearengenMaude @3guylink @kpu6600 @JimBonine @1933Baby @Mistress_Jan @Skepmi @BPeske @AmericaFirstTV @OklahomaPatrio1 @deb_grojean @PWM62 @Narc_Problems @MarciaBunney @mlodgeg @Joeboken @USA_CheapSeats @BlueRootsRadio @HougenJ @MargeELDER8 @jillybeanerz88 @koslen_bambi @doc_next @evil_gop @CherylHirschi @42Gnome @DWilloughy @shelly2161 @EngineerLife55 @network_gal @89wunderlust @mizlisa19 @twitter @TwitterSupport @TwitterSafety 
Qanon account @Crackerbox3",Stand2getherAll,10/1/20 6:06
164,ID_1312431636957421569,"@Manny_Funes It was, but then when I was talking to someone about how the QAnons have stalked me, he said they found his home by a search of his photo which is easy. That same tech fb does when it suggests tags.",hurry2021,10/3/20 16:37
165,ID_1312941883526705156,@RepublicanHype @MSNBC @JoyAnnReid Y'all can't be the ones talking about conspiracy theories when y'all the ones who believe in QAnon bs,BasedcomradeBen,10/5/20 2:25
166,ID_1312403137735647234,"@intheMatrixxx @SSG_PAIN @cblcrshr Seen many, thankQ!",DBarrettJr,10/3/20 14:44
167,ID_1312125653529968641,"@dbongino You are strong. You matter. What happens to you happens to us.

WWG1WGA",loyalpatriot10,10/2/20 20:21
168,ID_1312231521193914368,"@EsotericExposal _ The ADRENOCHROME CONSPIRACY THEORY is 100% bullshit.
.. For clarification of context.",FurrLucee,10/3/20 3:22
169,ID_1312041186656505858,@rebeccawatson Who else would Ben include in the comic? MLK? Lincoln? Maybe even JFK because of the QAnon stuff?,GordonGramsci,10/2/20 14:46
170,ID_1312132591609278465,@X22Report Thank you. Because of your sacrifice we are free. Now let's keep it. #MAGA #WWG1WWGA,KimKriz1,10/2/20 20:49
171,ID_1311826415801729029,"Maybe I'll bug @toddschnitt 

I know some schnitt concerning current events

qanon 

proud boys

I know them both 

Good people

Excellent allies 

wwg'one'wga",OliversTrek,10/2/20 0:32
172,ID_1311562276424441856,@AOC Please release your birth certificate. We know you're not really AOC but Sandy Salazar. #qanon,CanDoAutistic,10/1/20 7:03
173,ID_1312476275508879362,@daniel_errico @kakkiman People are spreading that may in fact be true. Qanon just spreads bat shit crazy conspiracy theories...,thestolz,10/3/20 19:35
174,ID_1311506509638008832,@rn__deplorable Nothing fishy going on here huh?  Kek.   #WWG1WGA,Tmolinaro1,10/1/20 3:21
175,ID_1312269416453861376,"@briantylercohen YOUÕRE WATCHING A MOVIE __ 

PATRIOTS IN CONTROL____

ENJOY THE SHOW__

WWG1WGA",JScrimple,10/3/20 5:53
176,ID_1312498175723225088,"@SnowWhite7IAM Thank you for standing with those who choose to think for themselves &amp; seek truth. Thank you for these words of encouragement as well. God wins.
#WWG1WGA",IAmNotA35302481,10/3/20 21:02
177,ID_1312064491711008768,"@RieneRichard @muricawithguns @WhatBindsUs @MikeCrapo @All100Senators Did you learn all that from 4chan or Qanon?
You clearly have all the answers.
Good luck navigating Nov after the landslide loss!",Cubbies108,10/2/20 16:18
178,ID_1311913934283132934,"@travis_view QAnon brain: Millions of kids are being tortured as we speak but will wait for a tweet.

I love it that they have an explanation for anything. I can already see on Trump's funeral they'll claim they put some dead cabalist in the ground and that he's alive.",RosenbergRan,10/2/20 6:20
179,ID_1312764665978662912,@MysterySolvent Was probably their weekly supply of adrenochrome  __what better way to fight the effects of covid?  (Btw...  I don't believe that nonsense so shhhhhhh),nfspaz716,10/4/20 14:41
180,ID_1311780719279116288,@Voice_OfReality @Ilhan It wouldn't be an Ilhan Omar tweet without Qanon boomer cringe posts in the replies.,ASkepticsm,10/1/20 21:31
181,ID_1312207644375932928,@Asundance2 @RosemaryPhotog @RubenVe94833065 @BenjaminSpider @js_edit They're talking about how Qanon is a stupid conspiracy theory designed to do nothing else than hurt other people and make the world a worse place. Atleast everyone knows ISIS is bad. You ain't a Christian if you support these chumps.,TNFSG1,10/3/20 1:47
182,ID_1312121726604509184,"@RepTrentKelly I'm disappointed that you voted in favor of the resolution condemning qanon &amp; asserting it is a conspiracy theory. You have appeared more level headed than to fall into the  ""let's call things a conspiracy theory"" trap.
Can you identify the conspiracy for me?",sbs4md,10/2/20 20:06
183,ID_1313139051008909312,@IslandGirlPRV @Kn0ckIt0ff I say we replace his SS with Qanon proud boys for the duration.,maddriver67,10/5/20 15:28
184,ID_1312787228125474817,@commentary_a @Pattihatestrump @realDonaldTrump sold out on America and #MAGA and #QAnon canÕt see this or refuse to see it.,tinyathenaeum,10/4/20 16:10
185,ID_1312387394742689799,@DiamondandSilk @holmes_kc I love you ladies!  Sooo proud to serve along side of you!  #MYPRESIDENT #WWG1WGA,chefsueshattuck,10/3/20 13:41
186,ID_1312148295788052481,@nprpolitics Lol I smell fear...WWG1WGA. #GodWins,CindyWe59340593,10/2/20 21:51
187,ID_1311927036525543426,"Now that Trump has tested positive for Covid, what will the Qanon people say? Lack of adrenochrome?  __",fxgeorge_1,10/2/20 7:12
188,ID_1312130811374649345,Plus you know they've sussed some expensive intervention treatment for the super wealthy from fucking adrenochrome or some shit,BaneNook,10/2/20 20:42
189,ID_1312117540194140160,@scionaut We are one with the universe!  WWG1WGA,Chipsah85328798,10/2/20 19:49
190,ID_1312564705878253573,"@JillFilipovic The next SCOTUS will be Amy Coney Barrett. Say good bye to adrenochrome, baby part sales, funneling through planned parenthood to DNC and the wish of Margaret Sanger being implemented on the black community with YOUR help. Do you acknowledge how racist you REALLY are or no??",tuftakilme,10/4/20 1:26
191,ID_1312090284189257729,"@Fantast1Reality They're not being metaphorical when they talk about Satan worshippers harvesting the blood of children (one of Qanon's claims). It's modern day blood libel; you may have to look that one up to. Do read the article first, though; it's excellent.",amen_ammonite,10/2/20 18:01
192,ID_1312928280643854336,"@Americanpride94 @HannahS10568417 
I follow ALL my FELLOW PATRIOTS ____ WWG1WGA __ GOD BLESS AMERICA __",HannahS10568417,10/5/20 1:31
193,ID_1312906989702459392,"@GOP The Republicans who voted against the anti-QAnon resolution: Arrington, Burgess, Flores, &amp; Babin of TX; Bishop of UT; Brooks of ALA; Carter &amp; Ferguson of GA; Davidson of OH; Duncan &amp; Norman of SC; Gosar of AZ; Kelly &amp; Perry of PA; Tiffany of WI; Webster of FL; King of IA. EXPLAIN",William08111376,10/5/20 0:06
194,ID_1311970004766785537,Obama caused pizzagate,QanonTheory,10/2/20 10:03
195,ID_1311679262844481537,@HillaryClinton Adrenochrome,brianc0nn0r,10/1/20 14:48
196,ID_1311621440198778883,"@WhipLash347 Thanks for all ur hard hard..

Your a blessing man...

I dont have facebook but I always asked my wife to go on ur Facebook page to read ur post....

Legend and

ThankQ",JonmarcoSanchez,10/1/20 10:58
197,ID_1311767357384138752,"Disappointed in the myopic approach of certain digital rights groups to advocacy on child safety issues. Instead of buying into QAnon-style misinformation about child abuse, activists should be firmly repudiating this toxic discourse and partnering with groups who know the topic.",qirtaiba,10/1/20 20:38
198,ID_1312335714256744454,@realDonaldTrump overwhelming majority of #Armenians in the US support you. It's time to step up and #StopAzerbaijaniAggression against Christian Armenians in #Artsakh by Turkey and Azerbaijan. They are using mercenaries from Syria &amp; Lybia #BoycottTurkey #ArtsakhStrong #WWG1WGA,LogicEnforcmnt,10/3/20 10:16
199,ID_1311986063947239424,@RealJamesWoods Adrenochrome with a mega shot adrenaline chaser.,CharleswbaileyW,10/2/20 11:07
200,ID_1312005143030722560,@VincentCrypt46 maybe they are gone but he feels our love and support WWG1WGA,cathykoester7,10/2/20 12:22
201,ID_1312175097449312256,@Reuters Those 17 Republicans' wives are all in QAnon,Michaelinvoid,10/2/20 23:38
202,ID_1312147790701551616,"@5_2blue So, is QAnon the new way for Russia to funnel money now that the NRA is defunct?",MCaffrey_ACC,10/2/20 21:49
203,ID_1311495288830529537,"@realDonaldTrump DONT WORRY, ONCE THE JUSTICE DEPARTMENT IS RESTORED BY THE DEMOCRATS AND POWER RETURNED TO THE PEOPLE, THEY ARE COMING FOR YOUR PALS...

PO BOYS
QANON
KKK

ALL HOUSE HOLD NAMES TO YOU.",LeResistanceNow,10/1/20 2:36
204,ID_1311652384360165376,"@thehill I thought all the Qnuts and white supremacists would be outraged by this. According to the comments so far, I was right.",TimesUpGop,10/1/20 13:01
205,ID_1312168440799490048,@MeidasTouch @RealRonHoward Not to be Qanon but was this a plot to infect Joe that backfired?,truckgray,10/2/20 23:11
206,ID_1311825454228221954,"@EdMarkey @JMechanic So would the RW version have Putin driving, the Proud boys and QAnon right behind Putin, and Trump with a toy train conductor hat and a paddle ball in the caboose?",travisprmd,10/2/20 0:28
207,ID_1311540098110902272,"#TheSocialDilemma is doing the exact same type of Social Engineering its crying about.  Surrounding viewers with obvious truths then inserting stuff they want to debunk or push such as Racial division, divisive politics, #conspiracies #pizzagate etc
#Hypocritical #Manipulation",iamadamsky,10/1/20 5:35
208,ID_1311627204896325632,"@GroverNorquist @realDonaldTrump ThatÕs lies of Trump &amp; his Fox News &amp; QAnon conspiracy. Joe made it clear that only those who made more than $400,000 will pay more taxes",PAmegazo,10/1/20 11:21
209,ID_1312176871757344768,@MMFLint I hate Trump as much as the next decent American.  But to float a conspiracy like that is as bad as QANON.  You should be ashamed of yourself.  I believe Trump deserves to be beaten badly.  But I also wish for him to be in good health as I would for anyone.,CarpathianMts,10/2/20 23:45
210,ID_1313074078429970432,@TheRickyDavila Get a life! He is the people's president...WE THE PEOPLE __ HIM! #TRUMP2020 #WWG1WGA #WarriorTrump,MamaBearIsBack1,10/5/20 11:10
211,ID_1311799817979547651,@Carditaly006457 @StlCrdsfn11 Full in on that QAnon conspiracy huh? Disgusting.,carameleyedgirl,10/1/20 22:47
212,ID_1311514309634084864,"@substitute never disappeared, just morphed into Qanon",_timchevalier_,10/1/20 3:52
213,ID_1311849887454044160,"@StoryofEverest I think it will be beneficial because just like The Proud Boys, many Trump supporters donÕt know what QAnon is. People are researching what these hate groups are now-Trump is losing the votes of people who didnÕt realize how corrupt he was.",RachelTietz,10/2/20 2:06
214,ID_1312802470914031621,"@Dayna_was_here @whatsqoinqon Q is a psyop fraud and has driven you insane with his excellent hopium. 

Can all the #Qanons plz shit tf up about arrests habbening for the zillionth time?",G0yper,10/4/20 17:11
215,ID_1313071876051214336,"@openandalive @KatyAnn777 America has the best President ever and the world has a leader who we can respect, admire and love. WWG1WGA ____",2Thes2_11_12,10/5/20 11:01
216,ID_1313069212668231680,@realDonaldTrump Europe stands with you mr. President #WWG1WGA ________________,ZlisaKudrovski,10/5/20 10:51
217,ID_1312119651489333249,"This pizzagate stuff has really gone too far man, Chrissy has just lost a fuckin baby youÕre all sick.",rhianneholmes,10/2/20 19:57
218,ID_1312405971394854914,"How long do you think it will be before @realDonaldTrump or someone close to him suggests @JoeBiden or someone acting on his behalf infected the president with #COVID19 ? 

#TrumpHasCovid #Trump #Election2020 #TrumpCovid #QANONS #QAnon2020 #ConspiracyTrump",ubeenstryked,10/3/20 14:55
219,ID_1312552236791279618,@DrewHolden360 @gabrielsherman People are weird. So the Senate can spend the time condemning QAnon but we have to tolerate listening to leftist lunacy.,AnHonest_ConMan,10/4/20 0:36
220,ID_1311700917872283648,@wutareyoueven @Anna_63 @dennispiwinski @magagrandpa @marklevinshow @SethAbramson So I see you have given up having an adult debate. ____ WWG1WGA,StonKold,10/1/20 16:14
221,ID_1312760153926639618,"Im sending my prayers to @realDonaldTrump and @FLOTUS  along with all Patriots out there. We can ride out this storm. Think where our saying came from. Where we go one, We go all....Its off ofJFKs boat meant to ride the storm out!! #WWG1WGA #StormIsUponUs #Trump2020",sithmommy13,10/4/20 14:23
222,ID_1312431420569260034,"@amvetsupport Qanon is a:
* Dime store palm reader
* Post Facto Nostradamus
* Subway Tarot Card reader",JerichoTasker,10/3/20 16:36
223,ID_1312560062615830528,"@ISetYouStraight @NYCAIeks @eugenegu @realDonaldTrump Apparently some canÕt see the same clothes or no IV traces on the hand, or the weird editing at ÒTherapeuticsÓ but hey QAnon stuff is all truth along with Pedo Pizza joints.",mujnaqvi,10/4/20 1:07
224,ID_1312105076102586368,The Republicans who voted against the anti-QAnon resolution are ... and Ralph Norman of South Carolina; Paul Gosar of Arizona; Mike Kelly and Scott Perry of Pennsylvania; Tom Tiffany of Wisconsin; Daniel Webster of Florida; and Steve King of Iowa.,Gypsygirlo3,10/2/20 19:00
225,ID_1312838474102263809,"@SWalmisley @Sapphire__Steel Worst of all, New Cons is also infested with a bit of (hidden from the old conservative Christians view) QAnon &amp; MAGA filth.
Everyone is counting down till the first Graham Capill incident.",WBOPvoter,10/4/20 19:34
226,ID_1313139510377668608,@kilometerbryman He should have condemned QAnon,Thorongil16,10/5/20 15:30
227,ID_1311752986281025536,"@P0A_Triot23 @DESERTF26408683 @YouTube Exactly , this is a great tweet and all should get it in some form. Evil can no longer exist within the world we are about to be in so do the right thing or I'm sorry it will be to late. WWG1WGA ____#Trump2020 #hefightsforus #MAGA #WWG1WGA #LawAndOrder #DigitalSoldiers",gsm7612,10/1/20 19:40
228,ID_1312087631694618625,@LauraLitvan Yet they are able to vote in person to condemn QAnon!,Elana_Trump2020,10/2/20 17:50
229,ID_1312516732062322688,"@TexanAlliKat @RogerFritz7 @nascarred14 @pjbowles4 @Patriot3651 @tracied51 @EinsteinsMagic @AndrewForTrump @OmarRises @heather_giron @RitaScrivner1 @ShawnG927 @Seashellgirl2 @icydanger @floweredog @CristalKing Thank you so much @TexanAlliKat my fellow Patriot! @MayhewC2 
#WWG1WGAWORLDWIDE",MayhewC2,10/3/20 22:15
230,ID_1311727521528868864,"@YessoRobert @Kylypso @TheEpicDept Pro-trump conspiracy nuts that believe that he is fighting an order of elite pedophiles that are gathering children and murdering them to produce a substance called adrenochrome to maintain ever lasting youth. This, and much more",BradyCouchV,10/1/20 17:59
231,ID_1312137698098864128,@Lrihendry Qanon baseless? No. This is how you know they donÕt want the truth to be known.,K7SlipNot3,10/2/20 21:09
232,ID_1313119523151769601,"@TheHumanRace5 @_moetdat @HSRetoucher How do you confirm something that happens in the middle of an invisible war ?

Months ago , there was a video where an American military man even said with coordinates where the bases were and what kind of experiments were being carried out in each one .
---
#WWG1WGA",callmevargrash,10/5/20 14:11
233,ID_1312501386836242433,@TakestanRestart @Restart_512 @Qanon76 together We are Strong __ WWG1WGA __ MIGA __,bonnie_ji,10/3/20 21:14
234,ID_1312123328983834624,@DeAnna4Congress Are you a QAnon type?  Just curious.  It's not odd.  The Dems are wearing masks and distancing.,austie57,10/2/20 20:12
235,ID_1312106460852097027,@Ashinod2 @yashar @justinamash When the anti-Qanon conspiracy nutters become more deranged than Qanon.,ACA53342657,10/2/20 19:05
236,ID_1312003317447315456,"@DL6311104 https://qanon(.)pub/index.html
just remove the brackets",mainline99,10/2/20 12:15
237,ID_1312863775247069184,"...in the form of filter-bubbles, conspiracy thinking, and the failure of consensus reality.
I'd only heard passing reference to QAnon -- and it didn't come to mind -- when I read Fall last year, but it 100% fits.

I've enjoyed these binge rereads, ominous as they've been.

/end",LastThird,10/4/20 21:14
238,ID_1312491924138258432,@KamVTV Adrenochrome or swabs infected?,America24293164,10/3/20 20:37
239,ID_1312769476174082054,@myYOOniverseee_ oh? __ also damn thankq for bringing this back HAHHAHA i forgot all about this one __,xiphyart,10/4/20 15:00
240,ID_1312630767629991937,"@realDonaldTrump You told the QAnons and The Proud Boy there was no plague - this is just an episode in the Trump Family Reality Show. ÔDesperate for attention, Donald gets covid...Õ",Apostrobitch,10/4/20 5:48
241,ID_1312113952755597312,"@JuliansRum If it was just a ÒtheoryÓ, the Dems wouldnÕt be so die hard on condemning it. #WWG1GWA",SisterPatriot17,10/2/20 19:35
242,ID_1311826973824446464,Do #savethechildren QAnon people care about the Central American kids in cages being separated from their parents by ICE or nah?,sungkim,10/2/20 0:34
243,ID_1312434805527773185,"@TrumpGal7 I couldn't have said it better myself, Patriot, glad ya got my back!! ____
God bless you and yours, God bless @POTUS and God bless America!!
________
#WWG1WGA
#Trump2020
#Trump2020NowMoreThanEver",angelnord66,10/3/20 16:50
244,ID_1312635484154159104,"@DetroitSteel_ WHY, WHY, WHY are there SO many idiots out there? This is the USA. What's with all the qanon fools, ignorant loons, and Trump supporters? America has fundamentally changed, and not for the better.",Reality0077,10/4/20 6:07
245,ID_1312013025487056899,@MajorPatriot TRUST THE PLAN. KEEP YOUR EYES ON THE PRIZE. WWG1WGA IT'S GOING TO BE BIBLICAL. WATCH,epena432,10/2/20 12:54
246,ID_1312828027215245317,"@THR @RaymondArroyo @TheFienPrint One thing that happened in 2020:
The world has finally figured out that the ""stars"" of PedoWood are really nothing more than loud, talentless hacks.",sfw789,10/4/20 18:52
247,ID_1312746019050881026,@yashar Ok now do Pizzagate!!!!,DenverOutie,10/4/20 13:26
248,ID_1312154213024059392,"@rantegalitarian Qanon candidate who ran for congress, ladies and gentlemen __",ladyunicornejg,10/2/20 22:15
249,ID_1311706803684556801,@TheRISEofROD She also looks like she is suffering from adrenochrome withdrawal,akm1373,10/1/20 16:37
250,ID_1312212229983404033,"Qanon-a harmless group of conspiracy theorists-condemned by Congress 

The corporate press-a group that has promoted and covered for 30 years of continuous warfare-hangs out with congresscritters every day.",1CupNoLiberty,10/3/20 2:05
251,ID_1312839959108349960,"Hi #maga and #QANONS.  Legitimate question:

Shouldn't you be asking Trump why he isn't in a private hospital for treatment of the fake virus using his own health insurance?  Walter Reed is about as close to socialized medicine as a Medicaid walk-in clinic.",jasonsch1234,10/4/20 19:40
252,ID_1312101733305212929,"#Qanon ? ThatÕs just a myth, an idea.",TyeeZchavis,10/2/20 18:46
253,ID_1312321443326308355,"@pinskia @LeslieCraine4 @theferocity Unfortunately for your beliefs, verifiable facts disagree with you.

QAnon = 8chan shitposters making stuff up
Russiagate = hard evidence, trials, and prison sentences",JB_Rogers,10/3/20 9:19
254,ID_1311520241155887104,@GiselleLucasx Mmm aniseed &amp; adrenochrome top notes with a soft middle west australian sandlewood on a base of recycled blood libel!,cleokali_x,10/1/20 4:16
255,ID_1312578280294359040,@realDonaldTrump I trust in you President Trump! You will come back stronger! #WWG1GWA,KoniAloha,10/4/20 2:20
256,ID_1312791306381320192,"When Obama was in office I hated him with a passion but I never wished death upon him or his husband.
#WWG1GWA #MAGA2020",williamsdwayne8,10/4/20 16:26
257,ID_1311974525127458818,"To all the QAnon people about to get mad at this tweet, fuck off and read a book.",ForestaWriter,10/2/20 10:21
258,ID_1312090616621404162,@TheCryptoAddict @yaboyjoeee @IamBradC @yashar @justinamash Again I think weÕre talking about 2 different things. Qanon is gross internet cult filled with a bunch of hateful morons who seek ppl they donÕt like/agree with out. That doesnÕt appear to be what happened to you.,bobclarke58,10/2/20 18:02
259,ID_1312905289818046464,@funylibertarian Good time to remind everyone the same people cheered Congress for condemning QAnon for being dangerous.,Faux_Guy_,10/4/20 23:59
260,ID_1312439159336828928,@LegendaryEnergy @shinypresenceD Oh...it's a QAnon conspiracy!,TooncesDaCat,10/3/20 17:07
261,ID_1312379982069592068,"@AnonymousSage1 Qanon is against child molestation.  Dennis Hastert, Jeff Epstein, you know,  Chickenhawks and pefophiles.  The organized exploitatation of kids. I am against all that.",Meshach57280426,10/3/20 13:12
262,ID_1312149686942224386,"I'll never forgive the far-right or @realDonaldTrump for ruining Pepe.

#QAnon2020 #WWG1GWA #ProudBoys  #4chan",PhiliSteak,10/2/20 21:57
263,ID_1312014229994700805,Trump getting Covid a month before the election is a Qanon wet dream.,AvalSanc,10/2/20 12:59
264,ID_1312393387753050120,@murray_nyc @QveenJoan @JohnCammo @joshtpm To what end? It makes no logical sense for him to be faking it. That and you're forgetting the man is an insatiable narcissist. Why would he run with a lie that keeps him away from TV cameras and away from his adoring cult? This conspiracy theory has about as much weight as QAnon,Krakoan_Lorax,10/3/20 14:05
265,ID_1312568109136519168,@realDonaldTrump We love you President Trump!  Wishing you and your lovely wife a speedy recovery!  We are fighting with you!  We are so proud to have you as our leader!  Red October!  We follow you always!  #WWG1WGA #QTeam #Trump2020 #TrumpForever,BLONDEINTN,10/4/20 1:39
266,ID_1312755410621870080,@marcorubio @WhiteHouse Your party supports QANON.,kingrice11,10/4/20 14:04
267,ID_1311759774846005248,@esaagar Yeah dude it's the fault of the mysterious mystical QAnon elites that Trump doesn't know how to keep his mouth shut and follow the rules that HIS campaign agreed to,vedavyasm,10/1/20 20:07
268,ID_1312116243638308864,"__ Voted for HR1154 condemning #QAnon today. This psychotic cult, rooted in fantasies of violence and antisemitism, is an enemy of civilization. (1/3)",PascrellforNJ,10/2/20 19:44
269,ID_1312135041577746432,@ChadPergram QANon is just an idea...,realwealthprops,10/2/20 20:59
270,ID_1311801183577800705,Scared much? NBC News just reported that the QAnon website is registered to a Phillipino pig farmer associated with porn websites.  It was also reported that it's listed as a domestic terrorist group. #RedOctober #WWG1GWA #WWG1WGAWORLDWIDE #PanicinDC,janethepatriot,10/1/20 22:52
271,ID_1312130365578858498,@JoyAnnReid Is this the part where we say you have gone full Qanon? ThatÕs how this works right?,saltlifegir1,10/2/20 20:40
272,ID_1312623648134504448,"@badluck_jones Get outa' here, Crab dude is actually eating a chip!
Hook him up with the crab tokin' that cig, they would be partying hard...__
WWG1WGA",MAmaro14006544,10/4/20 5:20
273,ID_1312150906129932288,@DeAnna4Congress DonÕt tempt them - IÕm sure QAnon is ready to go with a conspiracy theory about that - Like Dems put coronavirus into the pizzas that Republicans ate,syyoungman,10/2/20 22:02
274,ID_1312659870752092161,"0410_¼_¼

I see everything [RED]

ÁÁits[TIME]ÁÁ

A! sQan0n_IT_0943

#DrainTheSwamp #WWG1WGA",AsQanon,10/4/20 7:44
275,ID_1311713831148818433,"@moderatehero Also, look up Jimmy Savile + Adrenochrome.",jonathan_laymon,10/1/20 17:05
276,ID_1313004246493622272,"Is it really gonna be him 
#QANONS #QAnon2020",ewebber88,10/5/20 6:33
277,ID_1311874440993660928,"@ZengerleJoshua Gypsy@V1gypsytruth             Please follow.  I will follow you. __          Thank you ____    WWG1WGA ____
Listen to CHARLIE FREAK and CHARLIE WARD on UTube or Patreon.  About Q and things that are happening now.   _____",V1gypsytruth,10/2/20 3:43
278,ID_1311631583221293056,"@AlanEdw58236339 California down under!
WWG1WGA ____ ____
#Trump2020",kjhare9,10/1/20 11:38
279,ID_1313003504500240384,"@DeaRiley He's ""doing well"" because he was never sick, #TrumpIsFakingCovid 
#TrumpIsFaking because
#TrumpDebateDisaster &amp; #TaxFraud. Distract &amp; gain sympathy, play his base, then ""miraculous"" recovery, minimizing #covid19, every #Qanon #altright trump cult nutjob is a sucker to believe him",Real_Share2,10/5/20 6:30
280,ID_1312152102320263169,People that really think Trump has COVID-19 are NOT ready for whatÕs coming__ #10daysofdarkness #WWG1GWA,Meme_mcbride03,10/2/20 22:06
281,ID_1312049315867774976,@BadBradRSR @ShutUpAmanda I have thoughts (hoping that this doesnÕt increase civil unrest from QAnon types who think COVID is a hoax) and prayers (that Joe Biden wins regardless).,cmdunn1972,10/2/20 15:18
